title,genres_rotten,original_release_date,day,month,year,runtime,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Internet's Own Boy: The Story of Aaron Swartz,"Documentary, Special Interest",27-06-14,27,06,2014,105,Certified-Fresh,93,60,Upright,91,4238,23,56,4
The Internship,"Comedy, Drama",07-06-13,07,06,2013,119,Rotten,35,170,Spilled,51,87457,48,59,111
The Interrupters,"Documentary, Special Interest",29-07-11,29,07,2011,125,Certified-Fresh,99,93,Upright,82,5568,32,92,1
The Intervention,"Comedy, Drama",26-08-16,26,08,2016,90,Certified-Fresh,78,51,Spilled,49,2224,13,40,11
The Interview,Comedy,25-12-14,25,12,2014,111,Rotten,52,151,Spilled,48,64370,39,79,72
The Intouchables,"Art House & International, Comedy, Drama, Special Interest",25-05-12,25,05,2012,110,Certified-Fresh,75,126,Upright,93,45398,40,94,32
The Intruder,Mystery & Suspense,03-05-19,03,05,2019,102,Rotten,33,99,Upright,69,2314,18,33,66
The Intruders,"Action & Adventure, Mystery & Suspense",,00,01,1900,90,Rotten,17,6,Spilled,21,343,0,1,5
The Inventor: Out for Blood in Silicon Valley,Documentary,,00,01,1900,119,Certified-Fresh,78,60,Upright,73,199,20,47,13
The Invisible Man,"Horror, Mystery & Suspense, Science Fiction & Fantasy",28-02-20,28,02,2020,124,Certified-Fresh,91,390,,88,11939,48,356,34
The Invisible War,"Documentary, Special Interest",22-06-12,22,06,2012,95,Certified-Fresh,99,72,Upright,84,10111,25,71,1
The Invisible Woman,Drama,25-12-13,25,12,2013,111,Certified-Fresh,75,158,Spilled,44,6790,51,118,40
The Invitation,Mystery & Suspense,08-04-16,08,04,2016,99,Certified-Fresh,88,104,Upright,69,13734,23,93,12
The Iran Job,"Documentary, Special Interest, Sports & Fitness",07-06-13,07,06,2013,90,Fresh,90,21,Upright,76,1137,9,19,2
The Irishman,"Drama, Mystery & Suspense",01-11-19,01,11,2019,209,Certified-Fresh,96,439,,86,1057,53,421,19
The Iron Ladies,"Art House & International, Comedy, Drama",19-01-01,19,01,2001,104,Rotten,56,34,Upright,72,2208,15,19,15
The Iron Lady,"Art House & International, Drama",13-01-12,13,01,2012,105,Rotten,52,234,Spilled,51,97180,55,122,112
The Iron Ministry,Documentary,21-08-15,21,08,2015,82,Fresh,89,18,Spilled,50,171,8,16,2
The Island (Ostrov),"Art House & International, Drama",26-10-07,26,10,2007,112,Fresh,63,19,Upright,81,2469,12,12,7
The Island at the Top of the World,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",01-01-74,01,01,1974,95,Rotten,43,7,Spilled,47,1389,3,3,4
The Island President,Documentary,28-03-12,28,03,2012,101,Certified-Fresh,98,49,Upright,77,4358,19,48,1
The Isle,"Horror, Science Fiction & Fantasy",08-02-19,08,02,2019,96,Fresh,67,9,Upright,84,539,2,6,3
The Ivory Game,Documentary,,00,01,1900,112,Fresh,81,21,Upright,74,386,10,17,4
The Jack in the Box,Horror,,00,01,1900,87,Rotten,20,5,Spilled,40,10,0,1,4
The Jaundiced Eye,"Documentary, Special Interest",03-03-00,03,03,2000,90,Fresh,100,11,Upright,89,110,4,11,0
The Jeffrey Dahmer Files,"Documentary, Special Interest",15-02-13,15,02,2013,76,Fresh,65,26,Spilled,41,480,11,17,9
The Jetsons,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",06-07-90,06,07,1990,82,Rotten,27,15,Spilled,44,25928,4,4,11
The Jewish Cardinal,"Art House & International, Documentary, Special Interest, Faith & Spirituality",,00,01,1900,96,Fresh,88,8,Upright,71,195,2,7,1
The Jimmy Show,"Comedy, Drama",01-12-01,01,12,2001,96,Rotten,40,10,Spilled,36,764,3,4,6
The Journey,"Art House & International, Drama",16-06-17,16,06,2017,94,Fresh,68,90,Upright,64,550,21,61,29
The Judge,"Comedy, Drama",10-10-14,10,10,2014,141,Rotten,48,198,Upright,72,47806,49,95,103
The Jungle Book,"Action & Adventure, Kids & Family",15-04-16,15,04,2016,105,Certified-Fresh,94,323,Upright,86,94647,53,305,19
The Jurassic Games,,,00,01,1900,86,Fresh,71,7,Spilled,41,112,0,5,2
"The Karate Kid, Part III","Action & Adventure, Drama, Kids & Family",30-06-89,30,06,1989,111,Rotten,15,33,Spilled,35,58997,9,5,28
The Keeper of Lost Causes (Kvinden i buret),"Art House & International, Comedy, Mystery & Suspense",17-06-16,17,06,2016,97,Fresh,70,27,Upright,67,1004,8,19,8
The Keeping Hours,"Drama, Science Fiction & Fantasy, Romance",,00,01,1900,91,Fresh,80,5,Upright,71,117,1,4,1
The Kid,"Comedy, Kids & Family, Science Fiction & Fantasy",07-07-00,07,07,2000,,Rotten,49,99,Spilled,49,60628,26,49,50
The Kid,"Drama, Western",08-03-19,08,03,2019,100,Rotten,45,44,Spilled,45,260,13,20,24
The Kid Brother,Comedy,01-01-27,01,01,1927,83,Fresh,100,9,Upright,86,531,0,9,0
The Kid Who Would Be King,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",25-01-19,25,01,2019,120,Certified-Fresh,89,187,Spilled,56,1463,31,167,20
The Kid with a Bike,"Art House & International, Drama",16-03-12,16,03,2012,87,Certified-Fresh,96,131,Upright,76,25384,41,126,5
The Kidnapping of Michel Houellebecq,"Comedy, Drama",25-03-15,25,03,2015,93,Fresh,91,23,Upright,66,338,11,21,2
The Kids Are Alright,"Documentary, Musical & Performing Arts",31-12-79,31,12,1979,108,Fresh,100,11,Upright,88,391,0,11,0
The Kids Grow Up,"Documentary, Special Interest",29-10-10,29,10,2010,90,Rotten,59,17,Upright,77,87,8,10,7
The Kill Hole,"Action & Adventure, Horror",28-08-12,28,08,2012,91,Rotten,25,8,Spilled,26,59,5,2,6
The Kill Team,"Documentary, Special Interest",25-07-14,25,07,2014,79,Certified-Fresh,90,42,Upright,73,2758,18,38,4
The Kill Team,"Action & Adventure, Drama",25-10-19,25,10,2019,87,Fresh,70,50,Spilled,42,89,16,35,15
The Killer Inside Me,"Drama, Mystery & Suspense, Western",18-06-10,18,06,2010,108,Rotten,55,128,Spilled,40,15204,35,70,58
The Killing of a Sacred Deer,Drama,20-10-17,20,10,2017,121,Certified-Fresh,80,275,Upright,63,10187,45,220,55
The Kindergarten Teacher (Haganenet),Drama,31-07-15,31,07,2015,119,Fresh,77,35,Spilled,45,296,13,27,8
The Kindergarten Teacher,Drama,12-10-18,12,10,2018,,Certified-Fresh,91,98,Upright,68,766,22,89,9
The Kindness of Strangers,Drama,14-02-20,14,02,2020,112,Rotten,18,28,Upright,63,40,11,5,23
The King,Drama,19-05-06,19,05,2006,105,Rotten,57,79,Upright,66,39816,29,45,34
The King,Drama,11-10-19,11,10,2019,140,Fresh,71,141,Upright,83,2084,32,100,41
The King Is Alive,"Art House & International, Drama, Horror",11-05-01,11,05,2001,108,Fresh,60,68,Spilled,57,1093,20,41,27
The King of Masks,"Art House & International, Drama",16-04-99,16,04,1999,101,Fresh,89,19,Upright,91,3121,5,17,2
The King of Staten Island,Comedy,12-06-20,12,06,2020,137,Fresh,74,268,Upright,85,1750,45,198,70
The Kingdom,"Action & Adventure, Drama, Mystery & Suspense",28-09-07,28,09,2007,110,Rotten,51,188,Upright,76,430302,54,96,92
The Kingdom of Dreams and Madness,"Documentary, Special Interest",28-11-14,28,11,2014,118,Fresh,92,24,Upright,88,1146,10,23,2
The King's Choice,Drama,22-09-17,22,09,2017,133,Fresh,84,25,Upright,84,513,7,21,4
The Kings of Summer,Comedy,31-05-13,31,05,2013,93,Certified-Fresh,76,122,Upright,77,22509,38,93,29
The King's Speech,Drama,26-11-10,26,11,2010,118,Certified-Fresh,94,296,Upright,92,144575,60,279,17
The Kissing Booth,"Comedy, Romance",11-05-18,11,05,2018,105,Rotten,17,12,Spilled,57,2729,1,2,10
The Kitchen,"Action & Adventure, Drama",09-08-19,09,08,2019,102,Rotten,24,225,,69,2978,46,53,172
The Knight Before Christmas,"Comedy, Drama, Romance",,00,01,1900,93,Fresh,70,20,Spilled,42,225,0,14,6
The Knot,"Art House & International, Comedy, Romance",05-10-12,05,10,2012,92,Rotten,0,18,Spilled,30,124,4,0,18
The L.A. Riot Spectacular,Comedy,25-04-05,25,04,2005,80,Rotten,38,8,Spilled,40,155,2,3,5
The Ladies' Man,"Classics, Comedy",28-06-61,28,06,1961,106,Fresh,100,10,Upright,69,2824,1,10,0
The Lady,Drama,13-04-12,13,04,2012,127,Rotten,36,72,Upright,62,6698,24,26,46
The Lady From Shanghai,"Classics, Drama, Mystery & Suspense",09-06-48,09,06,1948,87,Certified-Fresh,82,45,Upright,85,8742,13,37,8
The Lady In The Van,Drama,04-12-15,04,12,2015,104,Certified-Fresh,89,149,Upright,64,16458,45,132,17
The Land,Drama,29-07-16,29,07,2016,101,Fresh,70,20,Upright,61,536,7,14,6
The Land Before Time III: The Time of Great Giving,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts",01-06-95,01,06,1995,61,Fresh,60,5,Spilled,38,48937,0,3,2
The Land of Steady Habits,"Comedy, Drama",14-09-18,14,09,2018,98,Certified-Fresh,83,41,Spilled,47,315,13,34,7
The Last 5 Years,"Comedy, Drama, Musical & Performing Arts",13-02-15,13,02,2015,94,Fresh,60,103,Spilled,57,6975,34,62,41
The Last American Hero,"Action & Adventure, Classics, Drama, Sports & Fitness",27-07-73,27,07,1973,95,Fresh,80,5,Spilled,49,243,0,4,1
The Last Big Thing,"Comedy, Drama",11-10-96,11,10,1996,98,Fresh,67,6,Spilled,54,64,0,4,2
The Last Black Man in San Francisco,Drama,07-06-19,07,06,2019,121,Certified-Fresh,92,205,,84,506,41,189,16
The Last Days (Los Últimos Días),"Horror, Mystery & Suspense",12-03-14,12,03,2014,102,Fresh,91,11,Spilled,49,440,1,10,1
The Last Days On Mars,Science Fiction & Fantasy,06-12-13,06,12,2013,96,Rotten,18,61,Spilled,25,10248,27,11,50
The Last Dragon,"Action & Adventure, Comedy, Drama",22-03-85,22,03,1985,109,Rotten,58,19,Upright,86,20158,7,11,8
The Last Exorcism Part II,"Horror, Mystery & Suspense",01-03-13,01,03,2013,89,Rotten,15,72,Spilled,26,21823,18,11,61
The Last Face,"Drama, Romance",28-07-17,28,07,2017,131,Rotten,8,48,Spilled,33,577,16,4,44
The Last Full Measure,Drama,24-01-20,24,01,2020,110,Rotten,59,71,,96,1107,24,42,29
The Last Gladiators,"Documentary, Special Interest, Sports & Fitness",01-02-13,01,02,2013,94,Fresh,90,10,Upright,80,350,4,9,1
The Last Heist,Action & Adventure,17-06-16,17,06,2016,84,Rotten,20,10,Spilled,12,165,3,2,8
The Last Impresario,"Documentary, Special Interest",,00,01,1900,85,Fresh,94,16,Spilled,44,129,5,15,1
The Last King,"Action & Adventure, Art House & International, Drama",17-06-16,17,06,2016,99,Fresh,89,9,Spilled,44,303,1,8,1
The Last Laugh (Der Letzte Mann),"Art House & International, Drama",05-01-25,05,01,1925,73,Fresh,100,28,Upright,88,4057,3,28,0
The Last Laugh,Comedy,,00,01,1900,98,Rotten,53,15,Spilled,36,145,2,8,7
The Last Lions,"Documentary, Special Interest",18-02-11,18,02,2011,88,Fresh,87,38,Upright,88,1678,19,33,5
The Last Man On The Moon,Documentary,26-02-16,26,02,2016,95,Certified-Fresh,94,47,Upright,78,3827,19,44,3
The Last Metro (Le Dernier Métro),"Art House & International, Drama, Romance",11-02-81,11,02,1981,130,Fresh,86,22,Upright,80,4526,5,19,3
The Last Mountain,Documentary,03-06-11,03,06,2011,95,Certified-Fresh,81,42,Upright,83,633,19,34,8
The Last Movie Star,Drama,30-03-18,30,03,2018,96,Rotten,59,27,Upright,72,352,9,16,11
The Last Of Robin Hood,Drama,29-08-14,29,08,2014,92,Rotten,27,66,Spilled,23,1594,26,18,48
The Last of the Unjust,"Documentary, Special Interest",07-02-14,07,02,2014,218,Certified-Fresh,96,48,Upright,78,741,25,46,2
The Last Photograph,"Art House & International, Drama",,00,01,1900,85,Fresh,71,7,Spilled,57,10,2,5,2
The Last Race,"Documentary, Sports & Fitness",16-11-18,16,11,2018,74,Fresh,93,15,Upright,61,114,7,14,1
The Last Ride,Drama,22-06-12,22,06,2012,102,Rotten,47,19,Spilled,52,2014,12,9,10
The Last Rites of Joe May,Drama,04-11-11,04,11,2011,102,Fresh,74,19,Upright,65,1197,11,14,5
The Last Seduction,"Drama, Mystery & Suspense",18-06-94,18,06,1994,110,Certified-Fresh,94,51,Upright,76,6480,13,48,3
The Last Sentence,Drama,20-06-14,20,06,2014,126,Fresh,74,31,Spilled,41,277,15,23,8
The Last September,"Drama, Romance",21-04-00,21,04,2000,103,Rotten,42,24,Spilled,33,788,6,10,14
The Last Sharknado: It's About Time,"Action & Adventure, Comedy, Horror, Television",,00,01,1900,90,Rotten,27,11,Spilled,38,104,4,3,8
The Last Shot,Comedy,24-09-04,24,09,2004,93,Fresh,62,68,Spilled,32,3227,21,42,26
The Last Starfighter,"Action & Adventure, Science Fiction & Fantasy",13-07-84,13,07,1984,100,Fresh,74,31,Upright,69,47496,2,23,8
The Last Suit (El último traje),"Art House & International, Drama",21-09-18,21,09,2018,92,Fresh,78,23,Upright,90,104,6,18,5
The Last Summer,"Comedy, Drama",,00,01,1900,109,Rotten,17,6,Spilled,24,70,0,1,5
The Last Survivors (The Well),"Action & Adventure, Horror, Mystery & Suspense",12-06-14,12,06,2014,95,Fresh,75,12,,,,2,9,3
The Last Thing He Wanted,"Drama, Mystery & Suspense",21-02-20,21,02,2020,115,Rotten,5,56,Spilled,13,297,14,3,53
The Last Waltz,"Documentary, Musical & Performing Arts",26-04-78,26,04,1978,117,Certified-Fresh,98,50,Upright,94,13885,16,49,1
The Last Witch Hunter,"Action & Adventure, Science Fiction & Fantasy",23-10-15,23,10,2015,106,Rotten,18,136,Spilled,43,37636,33,24,112
The Last Witness,Mystery & Suspense,29-05-18,29,05,2018,93,Rotten,33,6,Upright,64,54,0,2,4
The Last Word,Comedy,03-03-17,03,03,2017,108,Rotten,40,95,Upright,64,2476,26,38,57
The Late Bloomer,Comedy,07-10-16,07,10,2016,90,Rotten,20,10,Spilled,22,450,5,2,8
The Laundromat,"Comedy, Drama",27-09-19,27,09,2019,96,Rotten,41,167,Spilled,40,900,31,68,99
The Law In These Parts,"Documentary, Special Interest",14-11-12,14,11,2012,101,Fresh,88,16,Upright,79,241,9,14,2
The Laws of Thermodynamics (Las Leyes de la Termodinámica),Comedy,,00,01,1900,100,Rotten,46,13,Spilled,40,36,3,6,7
The Layover,Comedy,01-09-17,01,09,2017,95,Rotten,0,18,Spilled,22,1511,6,0,18
The Lazarus Effect,Horror,27-02-15,27,02,2015,83,Rotten,16,107,Spilled,23,17946,28,17,90
The League of Gentlemen,"Action & Adventure, Classics, Comedy, Drama",22-08-59,22,08,1959,115,Fresh,86,7,Upright,84,947,0,6,1
The Ledge,"Drama, Mystery & Suspense",08-07-11,08,07,2011,101,Rotten,14,29,Spilled,48,4912,12,4,25
The Legacy of a Whitetail Deer Hunter,Comedy,,00,01,1900,83,Rotten,30,23,Spilled,42,136,7,7,16
The Legend Of 420,Documentary,06-10-17,06,10,2017,87,Fresh,83,6,Upright,94,68,2,5,1
The Legend of Ben Hall,"Action & Adventure, Drama, Western",16-12-16,16,12,2016,139,Rotten,50,12,Upright,76,228,3,6,6
The Legend of Cocaine Island,Documentary,,00,01,1900,,Fresh,78,18,Upright,65,136,5,14,4
The Legend of Hercules,"Action & Adventure, Science Fiction & Fantasy",10-01-14,10,01,2014,98,Rotten,4,82,Spilled,33,41057,17,3,79
The Legend of Tarzan,Action & Adventure,01-07-16,01,07,2016,110,Rotten,36,253,Spilled,58,58237,51,90,163
The Legion,"Action & Adventure, Drama",08-05-20,08,05,2020,,,,,,,,1,0,5
The Lego Batman Movie,"Action & Adventure, Animation, Comedy, Kids & Family",10-02-17,10,02,2017,106,Certified-Fresh,90,310,Upright,80,46474,60,279,32
The LEGO Movie,"Action & Adventure, Animation, Comedy, Kids & Family",07-02-14,07,02,2014,95,Certified-Fresh,96,250,Upright,87,222764,51,240,11
The LEGO Movie 2: The Second Part,"Animation, Comedy",08-02-19,08,02,2019,107,Certified-Fresh,85,293,Upright,68,28682,46,248,45
The Lego Ninjago Movie,"Action & Adventure, Animation, Comedy, Kids & Family",22-09-17,22,09,2017,101,Rotten,56,134,Spilled,46,18821,30,75,59
The Leisure Seeker,"Action & Adventure, Drama, Romance",09-03-18,09,03,2018,112,Rotten,38,108,Spilled,56,564,30,41,67
The Leopard,"Art House & International, Classics, Drama",15-07-63,15,07,1963,165,Certified-Fresh,98,47,Upright,89,8540,20,46,1
The Lesser Blessed,Drama,,00,01,1900,86,Rotten,50,6,Spilled,58,91,3,3,3
The Letters,Drama,04-12-15,04,12,2015,119,Rotten,29,38,Upright,66,2730,9,11,27
The Levelling,Drama,24-03-17,24,03,2017,83,Fresh,94,34,Spilled,57,454,9,32,2
The Liability,"Art House & International, Mystery & Suspense",,00,01,1900,82,Fresh,61,18,Spilled,35,412,5,11,7
The Liberator,Drama,03-10-14,03,10,2014,119,Rotten,38,26,Upright,65,2192,11,10,16
The Lie,"Comedy, Drama",18-11-11,18,11,2011,82,Fresh,74,19,Spilled,48,589,10,14,5
The Life and Times of Hank Greenberg,"Documentary, Special Interest, Sports & Fitness",12-01-00,12,01,2000,89,Certified-Fresh,97,65,Upright,80,934,22,63,2
The Lifeguard,"Comedy, Drama",30-08-13,30,08,2013,98,Rotten,16,32,Spilled,26,6054,13,5,27
The Light Between Oceans,"Drama, Romance",02-09-16,02,09,2016,133,Fresh,61,231,Upright,61,13692,44,142,90
The Lighthouse,"Drama, Horror, Science Fiction & Fantasy",25-10-19,25,10,2019,110,Certified-Fresh,90,373,,72,1932,45,335,38
The Limehouse Golem,"Art House & International, Horror, Mystery & Suspense",08-09-17,08,09,2017,109,Certified-Fresh,74,77,Spilled,55,2380,18,57,20
The Lion King,"Action & Adventure, Animation, Drama, Kids & Family, Musical & Performing Arts",15-06-94,15,06,1994,87,Certified-Fresh,93,129,Upright,93,1269333,29,120,9
The Lion King,"Action & Adventure, Animation, Drama",19-07-19,19,07,2019,118,Rotten,52,424,,88,76340,52,219,205
The Lion King II: Simba's Pride,"Action & Adventure, Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts",27-10-98,27,10,1998,75,Fresh,62,13,Upright,60,438644,4,8,5
The Lion of Judah,"Animation, Kids & Family",25-03-11,25,03,2011,87,Rotten,0,6,Upright,62,4506,2,0,6
The Little Death,Comedy,26-06-15,26,06,2015,96,Fresh,61,57,Upright,64,1800,18,35,22
The Little Hours,Comedy,30-06-17,30,06,2017,90,Certified-Fresh,78,127,Spilled,49,6827,28,99,28
The Little Mermaid,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",01-01-89,01,01,1989,82,Certified-Fresh,93,71,Upright,88,900315,14,66,5
The Little Mermaid 2: Return to the Sea,"Animation, Kids & Family",19-09-00,19,09,2000,75,Rotten,17,6,Spilled,45,83856,0,1,5
The Little Rascals,"Comedy, Kids & Family",05-08-94,05,08,1994,82,Rotten,23,13,Upright,70,228143,1,3,10
The Little Stranger,"Drama, Horror, Mystery & Suspense",31-08-18,31,08,2018,111,Fresh,65,140,Spilled,36,572,31,91,49
The Little Vampire 3D,"Action & Adventure, Animation, Art House & International, Comedy",,00,01,1900,83,Rotten,14,14,Spilled,53,93,3,2,12
The Lives of Others,"Art House & International, Drama",23-03-06,23,03,2006,137,Certified-Fresh,93,161,Upright,96,121677,54,149,12
The Living,"Drama, Mystery & Suspense",03-04-15,03,04,2015,90,Rotten,50,8,Spilled,35,218,3,4,4
The Living End,"Action & Adventure, Art House & International, Comedy, Drama, Gay & Lesbian",21-08-92,21,08,1992,92,Rotten,57,7,Upright,61,2165,1,4,3
The Lobster,"Comedy, Cult Movies, Drama, Science Fiction & Fantasy",13-05-16,13,05,2016,118,Certified-Fresh,87,260,Upright,65,34463,45,226,34
The Lodgers,Horror,23-02-18,23,02,2018,93,Rotten,56,45,Spilled,39,279,8,25,20
The Loft,"Drama, Mystery & Suspense",30-01-15,30,01,2015,103,Rotten,14,42,Spilled,37,15275,12,6,36
The Lone Ranger,"Action & Adventure, Kids & Family, Western",03-07-13,03,07,2013,149,Rotten,30,246,Spilled,51,41484,50,75,171
The Loneliest Planet,Drama,26-10-12,26,10,2012,113,Fresh,74,65,Spilled,31,5310,22,48,17
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Comedy, Musical & Performing Arts, Sports & Fitness",,00,01,1900,,Fresh,100,12,,,,4,12,0
The Long Dumb Road,Comedy,09-11-18,09,11,2018,90,Fresh,75,28,Spilled,51,182,9,21,7
The Long Good Friday,"Drama, Mystery & Suspense",02-04-82,02,04,1982,114,Fresh,96,28,Upright,89,10463,9,27,1
The Longest Ride,Drama,10-04-15,10,04,2015,128,Rotten,31,124,Upright,71,30166,37,38,86
The Longest Week,Comedy,05-09-14,05,09,2014,86,Rotten,10,20,Spilled,21,3277,7,2,18
The Look of Love,"Comedy, Drama, Romance",05-07-13,05,07,2013,101,Rotten,54,74,Spilled,34,2793,22,40,34
The Look of Silence,"Art House & International, Documentary",17-07-15,17,07,2015,99,Certified-Fresh,96,136,Upright,89,5444,36,131,5
The Lookalike,"Drama, Mystery & Suspense",07-11-14,07,11,2014,100,Rotten,20,5,Spilled,48,215,2,1,4
Dr Seuss' The Lorax,"Animation, Kids & Family",02-03-12,02,03,2012,86,Rotten,54,157,Upright,63,156623,37,84,73
The Lord of the Rings: The Fellowship of the Ring,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",19-12-01,19,12,2001,178,Certified-Fresh,91,233,Upright,95,1355751,48,213,20
The Lord of the Rings: The Return of the King,"Action & Adventure, Classics, Science Fiction & Fantasy",17-12-03,17,12,2003,200,Certified-Fresh,93,275,Upright,86,34679773,53,257,18
The Lord of the Rings: The Two Towers,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",12-12-02,12,12,2002,179,Certified-Fresh,95,255,Upright,95,1341428,52,243,12
The Lords of Salem,"Horror, Mystery & Suspense",19-04-13,19,04,2013,100,Rotten,46,65,Spilled,30,13934,20,30,35
The Lost Bladesman (Guan yun chang),"Action & Adventure, Art House & International",,00,01,1900,107,Rotten,57,7,Spilled,36,931,1,4,3
The Lost City of Z,"Action & Adventure, Drama",21-04-17,21,04,2017,141,Certified-Fresh,87,245,Spilled,57,21542,51,212,33
